gene_id	gene_name	SS01	SS03
ENSG00000162378	ZYG11B	2439	2068
ENSG00000203995	ZYG11A	0	2
ENSG00000121310	ECHDC2	163	144
ENSG00000116171	SCP2	5321	5595
ENSG00000279054	AL445183.1	0	0
ENSG00000174348	PODN	237	223
ENSG00000162383	SLC1A7	0	0
ENSG00000157184	CPT2	1027	578
ENSG00000162384	C1orf123	2143	2555
ENSG00000162385	MAGOH	1572	1545
ENSG00000157193	LRP8	12145	13769
ENSG00000143006	DMRTB1	0	5
ENSG00000174332	GLIS1	147	66
ENSG00000058804	NDC1	1517	1783
ENSG00000058799	YIPF1	1407	1686
ENSG00000211452	DIO1	0	0
ENSG00000081870	HSPB11	1370	1464
ENSG00000116212	LRRC42	2074	2339
ENSG00000203985	LDLRAD1	0	0
ENSG00000116209	TMEM59	12158	14304
ENSG00000116205	TCEANC2	591	690
ENSG00000256407	RP11-446E24.4	24	13
ENSG00000157211	CDCP2	1	1
ENSG00000215883	CYB5RL	338	298
ENSG00000116221	MRPL37	3421	4004
ENSG00000157216	SSBP3	4484	4903
ENSG00000162390	ACOT11	167	138
ENSG00000162391	FAM151A	2	1
ENSG00000184313	MROH7	3	0
ENSG00000271723	MROH7-TTC4	0	0
ENSG00000243725	TTC4	36	72
ENSG00000162396	PARS2	273	308
ENSG00000006555	TTC22	4	0
ENSG00000162398	LEXM	0	0
ENSG00000116133	DHCR24	19567	15053
ENSG00000143001	TMEM61	3	0
ENSG00000162399	BSND	0	0
ENSG00000169174	PCSK9	5	1
ENSG00000162402	USP24	4426	2980
ENSG00000162407	PLPP3	5045	5665
ENSG00000162409	PRKAA2	647	610
ENSG00000187889	C1orf168	8	3
ENSG00000157131	C8A	0	1
ENSG00000021852	C8B	3	3
ENSG00000173406	DAB1	976	768
ENSG00000162600	OMA1	222	338
ENSG00000184292	TACSTD2	1	2
ENSG00000162601	MYSM1	2124	1287
ENSG00000177606	JUN	68727	54152
ENSG00000172456	FGGY	222	303
ENSG00000134709	HOOK1	25	16
ENSG00000134716	CYP2J2	168	176
ENSG00000162598	C1orf87	0	0
ENSG00000162599	NFIA	3447	3708
ENSG00000162604	TM2D1	1389	1545
ENSG00000132849	PATJ	626	634
ENSG00000240563	L1TD1	1	0
ENSG00000132854	KANK4	207	221
ENSG00000162607	USP1	3677	4040
ENSG00000116641	DOCK7	3231	3632
ENSG00000132855	ANGPTL3	1	0
ENSG00000125703	ATG4C	762	940
ENSG00000187140	FOXD3	83	58
ENSG00000088035	ALG6	404	501
ENSG00000142856	ITGB3BP	698	943
ENSG00000203965	EFCAB7	557	574
ENSG00000079739	PGM1	2382	3949
ENSG00000185483	ROR1	507	188
ENSG00000177414	UBE2U	1	2
ENSG00000158966	CACHD1	1416	1377
ENSG00000162437	RAVER2	690	610
ENSG00000162434	JAK1	4812	4005
ENSG00000162433	AK4	3640	6946
ENSG00000116675	DNAJC6	3298	3399
ENSG00000213625	LEPROT	2700	2348
ENSG00000116678	LEPR	412	503
ENSG00000184588	PDE4B	8661	10581
ENSG00000118473	SGIP1	1393	1249
ENSG00000152760	TCTEX1D1	28	24
ENSG00000172410	INSL5	5	4
ENSG00000152763	WDR78	295	210
ENSG00000198160	MIER1	2140	1901
ENSG00000116704	SLC35D1	1812	1825
ENSG00000203963	C1orf141	0	0
ENSG00000162594	IL23R	1	0
ENSG00000081985	IL12RB2	2	8
ENSG00000142864	SERBP1	8492	8627
ENSG00000116717	GADD45A	28334	19472
ENSG00000172380	GNG12	9936	7212
ENSG00000162595	DIRAS3	2080	1400
ENSG00000116729	WLS	26230	19351
ENSG00000116745	RPE65	541	366
ENSG00000024526	DEPDC1	645	620
ENSG00000033122	LRRC7	9	18
ENSG00000066557	LRRC40	1461	1540
ENSG00000116754	SRSF11	10628	7860
ENSG00000118454	ANKRD13C	2385	2129
ENSG00000197568	HHLA3	543	499
ENSG00000279230	AL158839.1	0	0
ENSG00000116761	CTH	584	549
ENSG00000050628	PTGER3	73	74
ENSG00000132485	ZRANB2	4026	4073
ENSG00000172260	NEGR1	854	1443
ENSG00000162620	LRRIQ3	21	25
ENSG00000254685	FPGT	246	298
ENSG00000259030	FPGT-TNNI3K	21	10
ENSG00000116783	TNNI3K	21	18
ENSG00000162621	LRRC53	9	3
ENSG00000178965	ERICH3	316	325
ENSG00000116791	CRYZ	1742	1798
ENSG00000162623	TYW3	810	817
ENSG00000162624	LHX8	260	188
ENSG00000137968	SLC44A5	2849	2449
ENSG00000117054	ACADM	1839	1654
ENSG00000137955	RABGGTB	3641	3118
ENSG00000057468	MSH4	13	10
ENSG00000154007	ASB17	0	0
ENSG00000184005	ST6GALNAC3	19	30
ENSG00000117069	ST6GALNAC5	120	102
ENSG00000142892	PIGK	1648	1278
ENSG00000154027	AK5	108	68
ENSG00000036549	ZZZ3	2862	2478
ENSG00000077254	USP33	4939	4124
ENSG00000180488	MIGA1	765	612
ENSG00000162614	NEXN	113	93
ENSG00000162613	FUBP1	6215	5425
ENSG00000162616	DNAJB4	1681	1707
ENSG00000137960	GIPC2	14	6
ENSG00000122420	PTGFR	37	26
ENSG00000137959	IFI44L	521	498
ENSG00000137965	IFI44	2158	2343
ENSG00000162618	ADGRL4	13	6
ENSG00000117114	ADGRL2	2619	2260
ENSG00000137941	TTLL7	1897	1514
ENSG00000142875	PRKACB	6102	4962
ENSG00000203943	SAMD13	61	68
ENSG00000137976	DNASE2B	9	20
ENSG00000117133	RPF1	2010	1986
ENSG00000174021	GNG5	4127	3769
ENSG00000117151	CTBS	428	415
ENSG00000117155	SSX2IP	3110	3055
ENSG00000171517	LPAR3	1	0
ENSG00000153898	MCOLN2	26	6
ENSG00000162643	WDR63	225	230
ENSG00000055732	MCOLN3	44	51
ENSG00000097096	SYDE2	30	23
ENSG00000162642	C1orf52	3846	3408
ENSG00000142867	BCL10	1664	1430
ENSG00000153904	DDAH1	16075	15028
ENSG00000142871	CYR61	16368	10690
ENSG00000117174	ZNHIT6	1492	1407
ENSG00000171502	COL24A1	210	131
ENSG00000122417	ODF2L	645	513
ENSG00000137975	CLCA2	103	81
ENSG00000016490	CLCA1	0	1
ENSG00000016602	CLCA4	0	0
ENSG00000097033	SH3GLB1	10468	10739
ENSG00000183291	SEP15	9466	11928
ENSG00000153936	HS2ST1	5305	5306
ENSG00000267561	RP5-1052I5.2	0	0
ENSG00000143013	LMO4	12141	12314
ENSG00000065243	PKN2	2205	1599
ENSG00000137947	GTF2B	2817	3163
ENSG00000137944	KYAT3	1341	1499
ENSG00000213516	RBMXL1	941	1025
ENSG00000117226	GBP3	447	411
ENSG00000117228	GBP1	1286	891
ENSG00000162645	GBP2	270	196
ENSG00000213512	GBP7	0	2
ENSG00000162654	GBP4	18	31
ENSG00000154451	GBP5	7	16
ENSG00000183347	GBP6	1	2
ENSG00000197147	LRRC8B	1292	1495
ENSG00000171488	LRRC8C	566	533
ENSG00000271949	RP11-302M6.4	0	0
ENSG00000171492	LRRC8D	1900	2495
ENSG00000162664	ZNF326	2335	2313
ENSG00000143032	BARHL2	3	4
ENSG00000122482	ZNF644	3918	3796
ENSG00000162669	HFM1	301	315
ENSG00000097046	CDC7	1355	1480
ENSG00000069702	TGFBR3	461	349
ENSG00000137948	BRDT	0	0
ENSG00000172031	EPHX4	137	102
ENSG00000230667	SETSIP	3	9
ENSG00000189195	BTBD8	83	72
ENSG00000069712	KIAA1107	0	0
ENSG00000203910	C1orf146	0	0
ENSG00000174842	GLMN	493	486
ENSG00000122484	RPAP2	1099	1209
ENSG00000162676	GFI1	27	21
ENSG00000067208	EVI5	1087	868
ENSG00000122406	RPL5	14327	16495
ENSG00000154511	FAM69A	605	662
ENSG00000143033	MTF2	1592	1654
ENSG00000117500	TMED5	5817	6294
ENSG00000122483	CCDC18	531	510
ENSG00000117505	DR1	3871	3835
ENSG00000137942	FNBP1L	2158	2234
ENSG00000137936	BCAR3	216	147
ENSG00000067334	DNTTIP2	4715	4758
ENSG00000023909	GCLM	3061	1663
ENSG00000198691	ABCA4	26	21
ENSG00000137962	ARHGAP29	2509	1333
ENSG00000117528	ABCD3	3770	3940
ENSG00000117525	F3	8950	8798
ENSG00000143036	SLC44A3	126	135
ENSG00000117519	CNN3	33819	27170
ENSG00000172339	ALG14	555	699
ENSG00000152078	TMEM56	148	114
ENSG00000271092	TMEM56-RWDD3	16	8
ENSG00000122481	RWDD3	92	127
ENSG00000117569	PTBP2	1689	1674
ENSG00000188641	DPYD	1117	913
ENSG00000162627	SNX7	1891	2666
ENSG00000117598	PLPPR5	5313	4915
ENSG00000117600	PLPPR4	2118	4232
ENSG00000099260	PALMD	99	133
ENSG00000156869	FRRS1	163	67
ENSG00000162688	AGL	260	313
ENSG00000283495	AC096949.1	0	0
ENSG00000117620	SLC35A3	872	833
ENSG00000156875	MFSD14A	3246	3847
ENSG00000156876	SASS6	309	287
ENSG00000122435	TRMT13	795	804
ENSG00000122477	LRRC39	78	75
ENSG00000137992	DBT	820	762
ENSG00000137996	RTCA	1597	1846
ENSG00000079335	CDC14A	294	300
ENSG00000181656	GPR88	20	26
ENSG00000162692	VCAM1	653	598
ENSG00000162694	EXTL2	1836	1486
ENSG00000162695	SLC30A7	1810	1550
ENSG00000117543	DPH5	1033	1470
ENSG00000170989	S1PR1	146	88
ENSG00000118733	OLFM3	10	44
ENSG00000060718	COL11A1	2140	1766
ENSG00000185946	RNPC3	487	311
ENSG00000240038	AMY2B	98	92
ENSG00000243480	AMY2A	0	0
ENSG00000237763	AMY1A	0	0
ENSG00000174876	AMY1B	0	0
ENSG00000187733	AMY1C	0	0
ENSG00000198890	PRMT6	1181	1204
ENSG00000162631	NTNG1	527	447
ENSG00000134215	VAV3	2057	1889
ENSG00000085491	SLC25A24	654	572
ENSG00000196427	NBPF4	0	0
ENSG00000186086	NBPF6	0	0
ENSG00000162636	FAM102B	1924	1839
ENSG00000162639	HENMT1	1	0
ENSG00000134186	PRPF38B	5825	5037
ENSG00000143107	FNDC7	23	18
ENSG00000116266	STXBP3	2207	2107
ENSG00000162641	AKNAD1	498	900
ENSG00000274068	RP11-475E11.9	0	0
ENSG00000121957	GPSM2	3667	4065
ENSG00000121940	CLCC1	1881	2061
ENSG00000085433	WDR47	4575	5184
ENSG00000197780	TAF13	2441	2454
ENSG00000215717	TMEM167B	3219	3074
ENSG00000179902	C1orf194	69	57
ENSG00000116299	KIAA1324	341	331
ENSG00000031698	SARS	12025	13826
ENSG00000143126	CELSR2	21503	12365
ENSG00000134222	PSRC1	16534	13030
ENSG00000221986	MYBPHL	99	74
ENSG00000134243	SORT1	15884	15606
ENSG00000143106	PSMA5	5887	6279
ENSG00000143028	SYPL2	174	89
ENSG00000162650	ATXN7L2	2756	2085
ENSG00000174151	CYB561D1	1136	756
ENSG00000181754	AMIGO1	1027	1389
ENSG00000156097	GPR61	28	27
ENSG00000065135	GNAI3	6041	5471
ENSG00000134183	GNAT2	4	1
ENSG00000116337	AMPD2	8426	6090
ENSG00000168765	GSTM4	1598	1584
ENSG00000213366	GSTM2	1573	1174
ENSG00000134184	GSTM1	450	568
ENSG00000134201	GSTM5	20	28
ENSG00000134202	GSTM3	3787	4241
ENSG00000198758	EPS8L3	0	0
ENSG00000184371	CSF1	19137	12853
ENSG00000168710	AHCYL1	8715	8267
ENSG00000143093	STRIP1	4354	4298
ENSG00000156150	ALX3	76	110
ENSG00000186150	UBL4B	6	7
ENSG00000197106	SLC6A17	38	43
ENSG00000116396	KCNC4	397	583
ENSG00000162775	RBM15	1588	1096
ENSG00000168679	SLC16A4	651	722
ENSG00000134248	LAMTOR5	4399	4922
ENSG00000143125	PROK1	0	2
ENSG00000143105	KCNA10	0	1
ENSG00000177301	KCNA2	2407	3024
ENSG00000177272	KCNA3	81	94
ENSG00000143119	CD53	12	6
ENSG00000121931	LRIF1	1985	1848
ENSG00000156171	DRAM2	1412	1192
ENSG00000134255	CEPT1	1640	1715
ENSG00000162777	DENND2D	126	128
ENSG00000064886	CHI3L2	268	444
ENSG00000134216	CHIA	3	8
ENSG00000173947	PIFO	294	208
ENSG00000085465	OVGP1	586	609
ENSG00000116455	WDR77	1461	844
ENSG00000116459	ATP5F1	5936	6933
ENSG00000143110	C1orf162	151	159
ENSG00000121933	TMIGD3	3	4
ENSG00000282608	ADORA3	0	0
ENSG00000116473	RAP1A	2562	2827
ENSG00000197852	FAM212B	6857	7993
ENSG00000064703	DDX20	1403	1435
ENSG00000171385	KCND3	7925	8834
ENSG00000143079	CTTNBP2NL	2933	2741
ENSG00000134245	WNT2B	203	87
ENSG00000007341	ST7L	1127	1185
ENSG00000116489	CAPZA1	6197	6175
ENSG00000155363	MOV10	3144	2774
ENSG00000155366	RHOC	9967	9364
ENSG00000271810	RP11-426L16.10	0	0
ENSG00000155367	PPM1J	76	61
ENSG00000184599	FAM19A3	14	11
ENSG00000155380	SLC16A1	5592	6907
ENSG00000198799	LRIG2	1410	1245
ENSG00000081026	MAGI3	1212	1013
ENSG00000116793	PHTF1	2108	1460
ENSG00000081019	RSBN1	2065	2261
ENSG00000134242	PTPN22	13	6
ENSG00000188761	BCL2L15	38	21
ENSG00000134262	AP4B1	1236	1118
ENSG00000118655	DCLRE1B	713	894
ENSG00000163349	HIPK1	7215	5628
ENSG00000116774	OLFML3	592	424
ENSG00000134207	SYT6	1461	770
ENSG00000197323	TRIM33	2476	2272
ENSG00000116752	BCAS2	2298	2704
ENSG00000175984	DENND2C	26	18
ENSG00000116748	AMPD1	4	0
ENSG00000213281	NRAS	5015	3475
ENSG00000009307	CSDE1	20019	13345
ENSG00000052723	SIKE1	2335	2315
ENSG00000198765	SYCP1	0	0
ENSG00000134200	TSHB	1	0
ENSG00000134198	TSPAN2	63	81
ENSG00000134259	NGF	14	23
ENSG00000173218	VANGL1	480	282
ENSG00000118729	CASQ2	0	0
ENSG00000177551	NHLH2	7	2
ENSG00000163393	SLC22A15	40	58
ENSG00000173212	MAB21L3	0	0
ENSG00000163399	ATP1A1	32148	28712
ENSG00000116815	CD58	959	907
ENSG00000143061	IGSF3	4942	4567
ENSG00000116824	CD2	0	0
ENSG00000134247	PTGFRN	17176	13396
ENSG00000134256	CD101	884	833
ENSG00000116830	TTF2	447	256
ENSG00000134253	TRIM45	374	230
ENSG00000134258	VTCN1	11	10
ENSG00000198162	MAN1A2	3672	3025
ENSG00000183508	FAM46C	375	362
ENSG00000196505	GDAP2	1160	974
ENSG00000065183	WDR3	2338	2146
ENSG00000155761	SPAG17	17	15
ENSG00000092607	TBX15	740	818
ENSG00000116874	WARS2	413	489
ENSG00000116882	HAO2	11	4
ENSG00000203859	HSD3B2	6	4
ENSG00000203857	HSD3B1	0	4
ENSG00000143067	ZNF697	763	717
ENSG00000092621	PHGDH	3650	3171
ENSG00000134240	HMGCS2	0	2
ENSG00000134193	REG4	0	0
ENSG00000134249	ADAM30	0	0
ENSG00000134250	NOTCH2	4717	3655
ENSG00000265808	SEC22B	1490	1054
ENSG00000273136	NBPF26	91	68
ENSG00000263353	PPIAL4A	3	3
ENSG00000281741	AC241377.1	0	0
ENSG00000198019	FCGR1B	0	0
ENSG00000188610	FAM72B	61	94
ENSG00000171943	SRGAP2C	448	397
ENSG00000203818	HIST2H3PS2	0	0
ENSG00000263513	FAM72C	12	22
ENSG00000271567	PPIAL4E	0	0
ENSG00000266338	NBPF15	321	330
ENSG00000279782	PPIAL4F	0	0
ENSG00000196369	SRGAP2B	136	131
ENSG00000215784	FAM72D	28	29
ENSG00000281571	AC241585.1	3	2
ENSG00000256374	PPIAL4D	0	0
ENSG00000162825	NBPF20	59	68
ENSG00000117262	GPR89A	145	143
ENSG00000174827	PDZK1	17	34
ENSG00000117281	CD160	7	2
ENSG00000265491	RNF115	2335	2105
ENSG00000186141	POLR3C	1380	1407
ENSG00000186364	NUDT17	341	342
ENSG00000131788	PIAS3	1981	1498
ENSG00000198483	ANKRD35	121	149
ENSG00000143127	ITGA10	998	647
ENSG00000131779	PEX11B	1107	1318
ENSG00000265241	RBM8A	5861	6394
ENSG00000280778	CH17-270A2.2	0	0
ENSG00000271601	LIX1L	2421	1350
ENSG00000272031	ANKRD34A	135	103
ENSG00000121851	POLR3GL	945	1053
ENSG00000265972	TXNIP	11535	22630
ENSG00000168509	HFE2	0	0
ENSG00000271425	NBPF10	49	28
ENSG00000213240	RP11-458D21.5	0	0
ENSG00000264343	NOTCH2NL	1	2
ENSG00000270339	AC243756.1	0	1
ENSG00000268043	NBPF12	432	411
ENSG00000131791	PRKAB2	1606	1739
ENSG00000131781	FMO5	69	99
ENSG00000131778	CHD1L	3010	3056
ENSG00000116128	BCL9	3118	2933
ENSG00000162836	ACP6	1006	876
ENSG00000265107	GJA5	27	22
ENSG00000121634	GJA8	0	0
ENSG00000188092	GPR89B	160	171
ENSG00000263956	NBPF11	286	279
ENSG00000280649	AC245100.1	24	40
ENSG00000236334	PPIAL4G	2	0
ENSG00000270629	NBPF14	101	97
ENSG00000178104	PDE4DIP	2714	2711
ENSG00000269713	NBPF9	312	326
ENSG00000271383	NBPF19	185	177
ENSG00000263464	PPIAL4C	0	0
ENSG00000272058	FAM231D	0	0
ENSG00000150337	FCGR1A	0	0
ENSG00000203814	HIST2H2BF	30	31
ENSG00000183598	HIST2H3D	4	0
ENSG00000270882	HIST2H4A	5	7
ENSG00000203811	HIST2H3C	0	0
ENSG00000203812	HIST2H2AA3	0	0
ENSG00000272196	HIST2H2AA4	0	0
ENSG00000203852	HIST2H3A	0	0
ENSG00000270276	HIST2H4B	0	0
ENSG00000184678	HIST2H2BE	702	909
ENSG00000184260	HIST2H2AC	41	45
ENSG00000184270	HIST2H2AB	3	3
ENSG00000178096	BOLA1	270	362
ENSG00000159164	SV2A	18843	16124
ENSG00000143368	SF3B4	4909	4175
ENSG00000014914	MTMR11	490	387
ENSG00000264522	OTUD7B	1785	1277
ENSG00000136631	VPS45	3467	4172
ENSG00000023902	PLEKHO1	4527	3889
ENSG00000143401	ANP32E	4039	4280
ENSG00000118298	CA14	5874	6033
ENSG00000117362	APH1A	7378	5653
ENSG00000118292	C1orf54	646	618
ENSG00000159208	CIART	4093	4358
ENSG00000266472	MRPS21	3258	3997
ENSG00000278939	AC242988.1	0	0
ENSG00000117360	PRPF3	4000	4109
ENSG00000163125	RPRD2	3794	3628
ENSG00000143374	TARS2	1314	1539
ENSG00000143369	ECM1	4540	3765
ENSG00000143382	ADAMTSL4	58	50
ENSG00000143384	MCL1	45188	37645
ENSG00000143420	ENSA	8493	8117
ENSG00000143457	GOLPH3L	1010	761
ENSG00000143452	HORMAD1	6	5
ENSG00000163131	CTSS	255	243
ENSG00000143387	CTSK	464	406
ENSG00000143437	ARNT	1867	1054
ENSG00000283324	RP11-235D19.4	0	0
ENSG00000143379	SETDB1	2575	2435
ENSG00000143418	CERS2	7922	9000
ENSG00000143412	ANXA9	7	8
ENSG00000143409	FAM63A	732	714
ENSG00000143363	PRUNE1	930	1198
ENSG00000163141	BNIPL	41	54
ENSG00000143443	C1orf56	352	310
ENSG00000197622	CDC42SE1	7909	8572
ENSG00000213190	MLLT11	19688	30501
ENSG00000143458	GABPB2	308	261
ENSG00000143434	SEMA6C	2085	2508
ENSG00000163154	TNFAIP8L2	0	0
ENSG00000163156	SCNM1	1997	2117
ENSG00000163155	LYSMD1	753	1175
ENSG00000163157	TMOD4	0	0
ENSG00000163159	VPS72	3262	3209
ENSG00000143398	PIP5K1A	6775	6578
ENSG00000159352	PSMD4	5964	6336
ENSG00000143373	ZNF687	2568	2198
ENSG00000143393	PI4KB	6612	6621
ENSG00000143390	RFX5	2273	2278
ENSG00000143416	SELENBP1	73	91
ENSG00000159377	PSMB4	13030	12260
ENSG00000143442	POGZ	7901	6047
ENSG00000143375	CGN	550	312
ENSG00000143367	TUFT1	3162	2470
ENSG00000143376	SNX27	4850	4476
ENSG00000159409	CELF3	6817	6580
ENSG00000178796	RIIAD1	150	161
ENSG00000143436	MRPL9	2170	2712
ENSG00000143450	OAZ3	80	56
ENSG00000182134	TDRKH	738	917
ENSG00000213171	LINGO4	4	1
ENSG00000143365	RORC	5	4
ENSG00000225556	C2CD4D	5	5
ENSG00000196407	THEM5	1	0
ENSG00000159445	THEM4	230	295
ENSG00000197747	S100A10	8100	7871
ENSG00000163191	S100A11	5694	4723
ENSG00000182898	TCHHL1	0	0
ENSG00000159450	TCHH	8	2
ENSG00000215853	RPTN	0	1
ENSG00000197915	HRNR	0	0
ENSG00000143631	FLG	2	0
ENSG00000143520	FLG2	0	0
ENSG00000143536	CRNN	0	0
ENSG00000186207	LCE5A	4	0
ENSG00000279850	AL135842.1	0	0
ENSG00000169509	CRCT1	0	0
ENSG00000185966	LCE3E	0	0
ENSG00000163202	LCE3D	0	1
ENSG00000244057	LCE3C	0	0
ENSG00000187238	LCE3B	0	0
ENSG00000185962	LCE3A	0	0
ENSG00000187223	LCE2D	0	0
ENSG00000187180	LCE2C	0	1
ENSG00000159455	LCE2B	0	0
ENSG00000187173	LCE2A	0	0
ENSG00000187170	LCE4A	0	0
ENSG00000198854	C1orf68	1	0
ENSG00000203786	KPRP	10	11
ENSG00000240386	LCE1F	0	0
ENSG00000186226	LCE1E	19	20
ENSG00000172155	LCE1D	28	13
ENSG00000197084	LCE1C	1	0
ENSG00000196734	LCE1B	8	0
ENSG00000186844	LCE1A	0	0
ENSG00000235942	LCE6A	0	0
ENSG00000163206	SMCP	6	10
ENSG00000163207	IVL	0	0
ENSG00000283227	RP1-20N18.10	0	0
ENSG00000184148	SPRR4	0	0
ENSG00000169474	SPRR1A	0	0
ENSG00000163209	SPRR3	0	0
ENSG00000169469	SPRR1B	0	0
ENSG00000163216	SPRR2D	0	0
ENSG00000241794	SPRR2A	0	0
ENSG00000196805	SPRR2B	0	0
ENSG00000203785	SPRR2E	0	0
ENSG00000244094	SPRR2F	0	0
ENSG00000159516	SPRR2G	0	0
ENSG00000203784	LELP1	0	0
ENSG00000203783	PRR9	0	0
ENSG00000203782	LOR	0	0
ENSG00000159527	PGLYRP3	0	0
ENSG00000163218	PGLYRP4	0	0
ENSG00000163220	S100A9	0	0
ENSG00000163221	S100A12	0	0
ENSG00000143546	S100A8	0	0
ENSG00000184330	S100A7A	0	0
ENSG00000197364	S100A7L2	0	0
ENSG00000143556	S100A7	3	6
ENSG00000197956	S100A6	30102	24794
ENSG00000196420	S100A5	4	12
ENSG00000196154	S100A4	567	449
ENSG00000188015	S100A3	95	59
ENSG00000196754	S100A2	277	245
ENSG00000188643	S100A16	5374	4350
ENSG00000189334	S100A14	17	36
ENSG00000189171	S100A13	1981	2146
ENSG00000160678	S100A1	36	46
ENSG00000160679	CHTOP	7886	7759
ENSG00000143553	SNAPIN	2030	1984
ENSG00000143621	ILF2	13966	16791
ENSG00000169418	NPR1	18	13
ENSG00000143624	INTS3	5486	4471
ENSG00000279767	AL513523.2	36	24
ENSG00000143554	SLC27A3	670	657
ENSG00000143614	GATAD2B	5055	4650
ENSG00000198837	DENND4B	5180	3672
ENSG00000160741	CRTC2	4172	2903
ENSG00000143570	SLC39A1	6371	5797
ENSG00000143578	CREB3L4	194	245
ENSG00000143543	JTB	5923	6298
ENSG00000143545	RAB13	3705	3041
ENSG00000177954	RPS27	446	483
ENSG00000143552	NUP210L	2	4
ENSG00000143549	TPM3	7576	5867
ENSG00000163263	C1orf189	2	4
ENSG00000143612	C1orf43	10826	9861
ENSG00000143569	UBAP2L	9816	8584
ENSG00000143575	HAX1	3011	3302
ENSG00000143595	AQP10	2	1
ENSG00000143515	ATP8B2	3105	1841
ENSG00000160712	IL6R	875	390
ENSG00000169291	SHE	0	4
ENSG00000163239	TDRD10	0	0
ENSG00000160714	UBE2Q1	5618	5293
ENSG00000160716	CHRNB2	1402	1456
ENSG00000160710	ADAR	12344	12721
ENSG00000143603	KCNN3	286	234
ENSG00000163344	PMVK	1894	2221
ENSG00000163346	PBXIP1	2833	2172
ENSG00000163348	PYGO2	3083	2773
ENSG00000160691	SHC1	7885	6090
ENSG00000173207	CKS1B	365	364
ENSG00000160688	FLAD1	1914	1848
ENSG00000163352	LENEP	0	1
ENSG00000160685	ZBTB7B	1141	884
ENSG00000163354	DCST2	9	7
ENSG00000163357	DCST1	0	0
ENSG00000143537	ADAM15	3913	3416
ENSG00000243364	EFNA4	139	108
ENSG00000251246	RP11-540D14.8	0	0
ENSG00000143590	EFNA3	573	647
ENSG00000169242	EFNA1	1463	1237
ENSG00000169241	SLC50A1	573	659
ENSG00000179085	DPM3	866	818
ENSG00000163463	KRTCAP2	277	190
ENSG00000273088	RP11-201K10.3	0	0
ENSG00000163462	TRIM46	1329	1245
ENSG00000185499	MUC1	243	210
ENSG00000279986	AC234582.2	0	0
ENSG00000279487	AC234582.1	0	0
ENSG00000169231	THBS3	2756	2744
ENSG00000173171	MTX1	674	525
ENSG00000177628	GBA	1554	1421
ENSG00000160767	FAM189B	1749	1746
ENSG00000116521	SCAMP3	4504	4523
ENSG00000176444	CLK2	2882	2628
ENSG00000143630	HCN3	1899	1467
ENSG00000143627	PKLR	4	1
ENSG00000160752	FDPS	7493	7649
ENSG00000160753	RUSC1	3374	2965
ENSG00000116539	ASH1L	5903	4569
ENSG00000125459	MSTO1	484	361
ENSG00000163374	YY1AP1	3842	3891
ENSG00000132676	DAP3	4908	5289
ENSG00000116580	GON4L	1925	1524
ENSG00000132718	SYT11	15112	27378
ENSG00000143622	RIT1	4421	3674
ENSG00000132680	KIAA0907	4233	3760
ENSG00000173080	RXFP4	0	0
ENSG00000116584	ARHGEF2	10081	11070
ENSG00000163479	SSR2	14362	13852
ENSG00000160803	UBQLN4	2462	2509
ENSG00000116586	LAMTOR2	1511	1816
ENSG00000132698	RAB25	5	2
ENSG00000254726	MEX3A	4194	4026
ENSG00000160789	LMNA	37693	21291
ENSG00000196189	SEMA4A	193	134
ENSG00000160785	SLC25A44	6182	5552
ENSG00000260238	PMF1-BGLAP	0	0
ENSG00000160783	PMF1	841	720
ENSG00000242252	BGLAP	36	23
ENSG00000160781	PAQR6	1226	1021
ENSG00000198952	SMG5	10945	9741
ENSG00000163472	TMEM79	589	455
ENSG00000198715	GLMP	1157	876
ENSG00000189030	VHLL	5	1
ENSG00000163468	CCT3	16377	18011
ENSG00000163467	TSACC	12	8
ENSG00000132677	RHBG	5	0
ENSG00000125462	C1orf61	44453	47081
ENSG00000116604	MEF2D	3268	2634
ENSG00000183856	IQGAP3	3096	2209
ENSG00000187862	TTC24	3	2
ENSG00000163382	NAXE	2847	3104
ENSG00000160818	GPATCH4	1820	2127
ENSG00000280316	AL365181.1	60	82
ENSG00000132702	HAPLN2	62	52
ENSG00000132692	BCAN	111319	122756
ENSG00000132688	NES	82035	61302
ENSG00000143320	CRABP2	715	789
ENSG00000143319	ISG20L2	2537	2322
ENSG00000143303	RRNAD1	1391	1424
ENSG00000143314	MRPL24	2420	2653
ENSG00000143321	HDGF	15311	17581
ENSG00000143294	PRCC	5787	5505
ENSG00000027869	SH2D2A	3	7
ENSG00000198400	NTRK1	62	101
ENSG00000027644	INSRR	49	68
ENSG00000187800	PEAR1	8	4
ENSG00000160838	LRRC71	0	1
ENSG00000132694	ARHGEF11	4309	3599
ENSG00000253831	ETV3L	0	2
ENSG00000117036	ETV3	2575	2445
ENSG00000143297	FCRL5	0	0
ENSG00000163518	FCRL4	2	4
ENSG00000160856	FCRL3	1	0
ENSG00000132704	FCRL2	0	0
ENSG00000163534	FCRL1	0	0
ENSG00000073754	CD5L	0	0
ENSG00000183853	KIRREL	6223	4510
ENSG00000158473	CD1D	21	22
ENSG00000158477	CD1A	4	0
ENSG00000158481	CD1C	0	0
ENSG00000158485	CD1B	1	0
ENSG00000158488	CD1E	0	0
ENSG00000186306	OR10T2	0	0
ENSG00000180708	OR10K2	0	0
